menu_id,restaurante_id,fecha,dia_semana,dia_semana_num,temporada,primer_plato,primer_plato_id,segundo_plato,segundo_plato_id,postre,postre_id,bebida_incluida,precio
695,6,2025-11-14,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
696,6,2025-11-17,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
697,6,2025-11-18,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
698,6,2025-11-19,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
699,6,2025-11-20,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
700,6,2025-11-21,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
701,6,2025-11-24,Lunes,0,otoño,Ensalada valenciana,136,Arroz con pollo,141,Arroz con leche,11,True,14.5
702,6,2025-11-25,Martes,1,otoño,Croquetas de jamón,137,Paella de marisco,142,Flan casero,12,True,14.5
703,6,2025-11-26,Miércoles,2,otoño,Mejillones al vapor,138,Arroz al horno,143,Tarta de manzana,13,True,14.5
704,6,2025-11-27,Jueves,3,otoño,Pimientos del piquillo rellenos,139,Arroz negro,144,Natillas,14,True,14.5
705,6,2025-11-28,Viernes,4,otoño,Sopa de pescado,140,Fideuá,145,Coulant de chocolate,15,True,14.5
706,6,2025-12-01,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
707,6,2025-12-02,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
708,6,2025-12-03,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
709,6,2025-12-04,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
710,6,2025-12-05,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
711,6,2025-12-09,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
712,6,2025-12-10,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
713,6,2025-12-11,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
714,6,2025-12-12,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
715,6,2025-12-15,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
716,6,2025-12-16,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
717,6,2025-12-17,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
718,6,2025-12-18,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
719,6,2025-12-19,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
720,6,2025-12-22,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
721,6,2025-12-23,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
722,6,2025-12-24,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
723,6,2025-12-26,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
724,6,2025-12-29,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
725,6,2025-12-30,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
726,6,2025-12-31,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
727,6,2026-01-02,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
728,6,2026-01-05,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
729,6,2026-01-07,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
730,6,2026-01-08,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
731,6,2026-01-09,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
732,6,2026-01-12,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
733,6,2026-01-13,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
734,6,2026-01-14,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
735,6,2026-01-15,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
736,6,2026-01-16,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
737,6,2026-01-19,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
738,6,2026-01-20,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
739,6,2026-01-21,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
740,6,2026-01-22,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
741,6,2026-01-23,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
742,6,2026-01-26,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
743,6,2026-01-27,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
744,6,2026-01-28,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
745,6,2026-01-29,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
746,6,2026-01-30,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
747,6,2026-02-02,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
748,6,2026-02-03,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
749,6,2026-02-04,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
750,6,2026-02-05,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
751,6,2026-02-06,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
752,6,2026-02-09,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
753,6,2026-02-10,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
754,6,2026-02-11,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
755,6,2026-02-12,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
756,6,2026-02-13,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
757,6,2026-02-16,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
758,6,2026-02-17,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
759,6,2026-02-18,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
760,6,2026-02-19,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
761,6,2026-02-20,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
762,6,2026-02-23,Lunes,0,invierno,Sopa de marisco,146,Arroz caldoso de bogavante,151,Torrijas,26,True,14.5
763,6,2026-02-24,Martes,1,invierno,Croquetas de bacalao,147,Paella mixta,152,Tarta de queso,27,True,14.5
764,6,2026-02-25,Miércoles,2,invierno,Calamares a la romana,148,Arroz con costillas,153,Crema catalana,28,True,14.5
765,6,2026-02-26,Jueves,3,invierno,Pimientos asados,149,Arroz a banda,154,Brownie con helado,29,True,14.5
766,6,2026-02-27,Viernes,4,invierno,Patatas bravas,150,Arroz con verduras,155,Leche frita,30,True,14.5
767,6,2026-03-02,Lunes,0,primavera,Ensalada de pulpo,156,Paella valenciana,161,Fresones con nata,41,True,14.5
768,6,2026-03-03,Martes,1,primavera,Gazpacho manchego,157,Arroz con gambas,162,Helado artesano,42,True,14.5
769,7,2025-09-01,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
770,7,2025-09-02,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
771,7,2025-09-03,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
772,7,2025-09-04,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
773,7,2025-09-05,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
774,7,2025-09-08,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
775,7,2025-09-09,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
776,7,2025-09-10,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
777,7,2025-09-11,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
778,7,2025-09-12,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
779,7,2025-09-15,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
780,7,2025-09-16,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
781,7,2025-09-17,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
782,7,2025-09-18,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
783,7,2025-09-19,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
784,7,2025-09-22,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
785,7,2025-09-23,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
786,7,2025-09-24,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
787,7,2025-09-25,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
788,7,2025-09-26,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
789,7,2025-09-29,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
790,7,2025-09-30,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
791,7,2025-10-01,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
792,7,2025-10-02,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
793,7,2025-10-03,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
794,7,2025-10-06,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
795,7,2025-10-07,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
796,7,2025-10-08,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
797,7,2025-10-09,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
798,7,2025-10-10,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
799,7,2025-10-13,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
800,7,2025-10-14,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
801,7,2025-10-15,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
802,7,2025-10-16,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
803,7,2025-10-17,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
804,7,2025-10-20,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
805,7,2025-10-21,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
806,7,2025-10-22,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
807,7,2025-10-23,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
808,7,2025-10-24,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
809,7,2025-10-27,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
810,7,2025-10-28,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
811,7,2025-10-29,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
812,7,2025-10-30,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
813,7,2025-10-31,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
814,7,2025-11-03,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
815,7,2025-11-04,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
816,7,2025-11-05,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
817,7,2025-11-06,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
818,7,2025-11-07,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
819,7,2025-11-10,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
820,7,2025-11-11,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
821,7,2025-11-12,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
822,7,2025-11-13,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
823,7,2025-11-14,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
824,7,2025-11-17,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
825,7,2025-11-18,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
826,7,2025-11-19,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
827,7,2025-11-20,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
828,7,2025-11-21,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
829,7,2025-11-24,Lunes,0,otoño,Sopa castellana de setas,166,Chuletón de ternera,170,Arroz con leche,11,True,15.0
830,7,2025-11-25,Martes,1,otoño,Morcilla de Burgos,167,Cochinillo asado,171,Flan casero,12,True,15.0
831,7,2025-11-26,Miércoles,2,otoño,Pimientos asados,149,Costillas de cerdo,172,Tarta de manzana,13,True,15.0
832,7,2025-11-27,Jueves,3,otoño,Ensalada templada,168,Entrecot a la brasa,173,Natillas,14,True,15.0
833,7,2025-11-28,Viernes,4,otoño,Patatas revolconas,169,Chuletas de cordero,174,Coulant de chocolate,15,True,15.0
834,7,2025-12-01,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
835,7,2025-12-02,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
836,7,2025-12-03,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
837,7,2025-12-04,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
838,7,2025-12-05,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
839,7,2025-12-09,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
840,7,2025-12-10,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
841,7,2025-12-11,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
842,7,2025-12-12,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
843,7,2025-12-15,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
844,7,2025-12-16,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
845,7,2025-12-17,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
846,7,2025-12-18,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
847,7,2025-12-19,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
848,7,2025-12-22,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
849,7,2025-12-23,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
850,7,2025-12-24,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
851,7,2025-12-26,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
852,7,2025-12-29,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
853,7,2025-12-30,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
854,7,2025-12-31,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
855,7,2026-01-02,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
856,7,2026-01-05,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
857,7,2026-01-07,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
858,7,2026-01-08,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
859,7,2026-01-09,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
860,7,2026-01-12,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
861,7,2026-01-13,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
862,7,2026-01-14,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
863,7,2026-01-15,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
864,7,2026-01-16,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
865,7,2026-01-19,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
866,7,2026-01-20,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
867,7,2026-01-21,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
868,7,2026-01-22,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
869,7,2026-01-23,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
870,7,2026-01-26,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
871,7,2026-01-27,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
872,7,2026-01-28,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
873,7,2026-01-29,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
874,7,2026-01-30,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
875,7,2026-02-02,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
876,7,2026-02-03,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
877,7,2026-02-04,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
878,7,2026-02-05,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
879,7,2026-02-06,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
880,7,2026-02-09,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
881,7,2026-02-10,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
882,7,2026-02-11,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
883,7,2026-02-12,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
884,7,2026-02-13,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
885,7,2026-02-16,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
886,7,2026-02-17,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
887,7,2026-02-18,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
888,7,2026-02-19,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
889,7,2026-02-20,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
890,7,2026-02-23,Lunes,0,invierno,Sopa de cocido,175,Lechazo asado,180,Torrijas,26,True,15.0
891,7,2026-02-24,Martes,1,invierno,Croquetas caseras,176,Chuletón de buey,181,Tarta de queso,27,True,15.0
892,7,2026-02-25,Miércoles,2,invierno,Morcilla con pimientos,177,Secreto ibérico a la brasa,182,Crema catalana,28,True,15.0
893,7,2026-02-26,Jueves,3,invierno,Ensalada de escarola,178,Solomillo al whisky,183,Brownie con helado,29,True,15.0
894,7,2026-02-27,Viernes,4,invierno,Revuelto de morcilla,179,Codillo asado,184,Leche frita,30,True,15.0
895,7,2026-03-02,Lunes,0,primavera,Ensalada de tomate,185,Entrecot con patatas,190,Fresones con nata,41,True,15.0
896,7,2026-03-03,Martes,1,primavera,Parrillada de verduras,186,Pollo de corral asado,191,Helado artesano,42,True,15.0
897,8,2025-09-01,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
898,8,2025-09-02,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
899,8,2025-09-03,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
900,8,2025-09-04,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
901,8,2025-09-05,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
902,8,2025-09-08,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
903,8,2025-09-09,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
904,8,2025-09-10,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
905,8,2025-09-11,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
906,8,2025-09-12,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
907,8,2025-09-15,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
908,8,2025-09-16,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
909,8,2025-09-17,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
910,8,2025-09-18,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
911,8,2025-09-19,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
912,8,2025-09-22,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
913,8,2025-09-23,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
914,8,2025-09-24,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
915,8,2025-09-25,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
916,8,2025-09-26,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
917,8,2025-09-29,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
918,8,2025-09-30,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
919,8,2025-10-01,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
920,8,2025-10-02,Jueves,3,otoño,Sopa de lentejas rojas,198,Tofu salteado,203,Natillas,14,True,12.0
921,8,2025-10-03,Viernes,4,otoño,Rollitos de col,199,Bowl de lentejas,204,Coulant de chocolate,15,True,12.0
922,8,2025-10-06,Lunes,0,otoño,Crema de calabaza y curry,195,Curry de garbanzos,200,Arroz con leche,11,True,12.0
923,8,2025-10-07,Martes,1,otoño,Ensalada de quinoa,196,Lasaña de verduras,201,Flan casero,12,True,12.0
924,8,2025-10-08,Miércoles,2,otoño,Hummus casero,197,Hamburguesa vegana,202,Tarta de manzana,13,True,12.0
